Ticker,Total_Trades,Win_Rate_Pct,Net_PnL,Final_Capital,Avg_Days_Held
EXEL,78,65.38461538461539,159149.50352311134,169149.50352311134,56.03846153846154
NTIP,54,62.96296296296296,159087.77011470497,169087.77011470497,92.12962962962963
AAME,108,62.03703703703704,158548.63737547398,168548.63737547398,80.21296296296296
FCN,86,82.55813953488372,158440.87212014198,168440.87212014198,49.91860465116279
MSEX,136,67.64705882352942,157905.5511301458,167905.5511301458,58.1764705882353
PTC,98,76.53061224489795,157444.18256092072,167444.18256092072,53.775510204081634
SKT,87,82.75862068965517,157383.7216579318,167383.7216579318,54.55172413793103
OAKUR,15,86.66666666666667,156994.70151644945,166994.70151644945,19.333333333333332
NBIX,91,67.03296703296702,156278.16437005997,166278.16437005997,54.8021978021978
EFX,124,66.12903225806451,155273.0944352448,165273.0944352448,52.20161290322581
ADEA,69,69.56521739130434,154518.0164990425,164518.0164990425,51.82608695652174
DSS,95,65.26315789473685,153191.81417399645,163191.81417399645,72.96842105263158
AEM,161,63.975155279503106,152999.47822999954,162999.47822999954,53.77639751552795
ALOT,115,66.08695652173913,152722.28207316995,162722.28207316995,72.97391304347826
MTCH,99,68.68686868686868,152619.02534657717,162619.02534657717,52.77777777777778
OII,164,67.07317073170732,152609.15806671977,162609.15806671977,53.701219512195124
LSTA,71,69.01408450704226,152111.54603934288,162111.54603934288,77.5774647887324
NFLX,66,75.75757575757575,151876.19791159034,161876.19791159034,50.666666666666664
TFC,131,67.17557251908397,151507.92214658856,161507.92214658856,55.18320610687023
KR,182,69.78021978021978,151421.7352382876,161421.7352382876,54.543956043956044
GL,126,73.80952380952381,151265.3933032751,161265.3933032751,50.023809523809526
MLAB,114,70.17543859649122,149779.45168088377,159779.45168088377,64.54385964912281
BELFA,118,61.86440677966102,149772.24198281765,159772.24198281765,62.69491525423729
SBUX,86,67.44186046511628,148825.24799489975,158825.24799489975,56.616279069767444
XPO,67,73.13432835820896,148631.2231606841,158631.2231606841,51.8955223880597
SGC,167,68.8622754491018,148313.9600191787,158313.9600191787,54.05988023952096
ACU,137,67.15328467153284,148282.8686825037,158282.8686825037,62.54744525547445
CNQ,79,72.15189873417721,147670.4977736473,157670.4977736473,48.037974683544306
PAAS,87,66.66666666666666,147598.11334085464,157598.11334085464,61.252873563218394
LII,73,80.82191780821918,147229.83348464966,157229.83348464966,51.16438356164384
PW,121,78.51239669421489,146397.07588756084,156397.07588756084,80.92561983471074
SGRP,83,65.06024096385542,146387.50020426512,156387.50020426512,73.19277108433735
BDL,202,63.86138613861386,145648.52690055966,155648.52690055966,51.58910891089109
DD,158,72.15189873417721,145545.5084553361,155545.5084553361,50.037974683544306
CINF,133,76.69172932330827,145344.18811616302,155344.18811616302,49.285714285714285
WFG,73,73.97260273972603,144696.82366752625,154696.82366752625,39.75342465753425
SCVL,94,65.95744680851064,144455.31817007065,154455.31817007065,66.70212765957447
COF,92,76.08695652173914,143342.12851190567,153342.12851190567,51.29347826086956
RBA,101,72.27722772277228,143314.5411145687,153314.5411145687,40.59405940594059
TDG,53,90.56603773584906,143272.41091537476,153272.41091537476,44.0377358490566
MPV,85,78.82352941176471,143258.42439994216,153258.42439994216,57.83529411764706
RGC,18,77.77777777777779,143242.99457315356,153242.99457315356,57.44444444444444
ELMD,40,65.0,142375.12576317787,152375.12576317787,67.35
NOC,121,73.55371900826447,142309.2572104931,152309.2572104931,52.082644628099175
EVRG,150,76.66666666666667,142272.31306928396,152272.31306928396,50.20666666666666
WSM,118,71.1864406779661,141974.4790929854,151974.4790929854,56.28813559322034
CWBC,84,75.0,141669.3036019802,151669.3036019802,50.30952380952381
DCI,136,72.79411764705883,141408.9614983648,151408.9614983648,52.955882352941174
EOG,103,74.75728155339806,140147.25847172737,150147.25847172737,54.970873786407765
HIFS,108,72.22222222222221,140107.7584490776,150107.7584490776,54.861111111111114
KWR,134,65.67164179104478,140098.1773315668,150098.1773315668,59.94776119402985
AEP,184,72.28260869565217,139465.54501330853,149465.54501330853,54.97826086956522
HRL,129,77.51937984496125,139182.77595404536,149182.77595404536,51.798449612403104
HROW,63,55.55555555555556,138864.85851085186,148864.85851085186,59.22222222222222
MA,51,84.31372549019608,137825.52947854996,147825.52947854996,41.529411764705884
BOTJ,92,77.17391304347827,137628.00904035568,147628.00904035568,42.45652173913044
AUBN,102,72.54901960784314,137187.61248350143,147187.61248350143,49.65686274509804
COHU,127,70.07874015748031,136874.91445037723,146874.91445037723,66.26771653543307
SON,134,72.38805970149254,136804.0120062232,146804.0120062232,51.8955223880597
DCO,171,64.91228070175438,136787.9846343994,146787.9846343994,52.31578947368421
KEY,107,77.57009345794393,136500.0244780779,146500.0244780779,57.48598130841121
FDBC,114,82.45614035087719,136475.21304559708,146475.21304559708,41.24561403508772
MMS,89,74.15730337078652,136135.34407186508,146135.34407186508,49.86516853932584
SUPN,41,78.04878048780488,136103.8324699402,146103.8324699402,52.073170731707314
HNI,127,62.99212598425197,135916.87724739313,145916.87724739313,52.98425196850393
AME,108,77.77777777777779,135888.7156688571,145888.7156688571,50.611111111111114
RYAAY,89,69.66292134831461,135725.6132913828,145725.6132913828,47.359550561797754
BHB,84,77.38095238095238,134977.29505228996,144977.29505228996,58.19047619047619
HTHT,51,70.58823529411765,132442.95668888092,142442.95668888092,53.88235294117647
MARPS,154,67.53246753246754,132168.7133167088,142168.7133167088,51.5974025974026
MCY,132,74.24242424242425,131668.8050315976,141668.8050315976,48.93181818181818
FRT,137,71.53284671532847,131166.25377616286,141166.25377616286,52.46715328467153
TECH,106,69.81132075471697,131137.3852411881,141137.3852411881,52.301886792452834
SRCE,104,75.0,130948.56043189764,140948.56043189764,66.95192307692308
ASGN,94,71.27659574468085,130648.25619912148,140648.25619912148,52.648936170212764
KMT,171,67.83625730994152,130348.19006896019,140348.1900689602,51.33918128654971
PHOE,4,100.0,129906.48854351044,139906.48854351044,27.5
LICN,8,62.5,129675.32068371773,139675.32068371773,79.75
CDP,85,80.0,129341.87914311886,139341.87914311886,64.81176470588235
DKS,70,75.71428571428571,129069.69595909119,139069.6959590912,48.02857142857143
DGII,100,67.0,128811.76389217377,138811.76389217377,60.7
YORW,66,75.75757575757575,128198.44820404053,138198.44820404053,63.45454545454545
BAX,128,74.21875,127504.554844141,137504.554844141,51.8046875
R,139,74.10071942446042,126205.09989523888,136205.09989523888,52.07913669064748
ED,184,74.45652173913044,125959.96665622294,135959.96665622294,53.52173913043478
NI,153,72.54901960784314,125486.48895412683,135486.48895412683,51.98039215686274
OLN,165,63.030303030303024,124777.58753302693,134777.58753302693,52.21818181818182
WM,108,70.37037037037037,124750.78559142351,134750.7855914235,49.324074074074076
OKYO,16,87.5,124663.63576495647,134663.63576495647,53.5625
SSD,83,71.08433734939759,124407.65184044838,134407.65184044838,58.024096385542165
AXP,148,73.64864864864865,123865.14738243818,133865.14738243818,54.4527027027027
USAR,10,90.0,123857.75673675537,133857.75673675537,21.8
COR,87,74.71264367816092,123343.58877134323,133343.58877134323,50.241379310344826
KLIC,175,66.85714285714286,123306.89238886535,133306.89238886535,51.91428571428571
BCTX,45,51.11111111111111,122952.48466348648,132952.48466348648,73.6
CYTK,68,63.23529411764706,122797.81832933426,132797.81832933426,61.13235294117647
FMAO,81,81.48148148148148,122742.32322978973,132742.32322978973,44.839506172839506
CGNX,107,71.02803738317756,122157.87286871672,132157.87286871672,53.61682242990654
IMRN,22,59.09090909090909,121849.59678936005,131849.59678936005,96.4090909090909
HMN,103,73.7864077669903,121816.58735132217,131816.58735132217,55.29126213592233
CENT,100,72.0,121324.07825827599,131324.078258276,56.61
WY,158,69.62025316455697,121290.68132305145,131290.68132305145,54.72784810126582
CNXN,83,73.49397590361446,121163.95513296127,131163.95513296127,56.3855421686747
TT,126,74.60317460317461,121121.65866589546,131121.65866589546,47.70634920634921
CHKP,78,70.51282051282051,120960.44927597046,130960.44927597046,53.26923076923077
RHI,141,70.2127659574468,119793.88960656151,129793.88960656151,57.702127659574465
AXON,81,71.60493827160494,119395.35119575262,129395.35119575262,49.074074074074076
PFE,147,70.06802721088435,119382.83299846947,129382.83299846947,55.5578231292517
AWR,151,65.56291390728477,119101.03279188275,129101.03279188275,54.24503311258278
MGIH,9,77.77777777777779,119091.86005604267,129091.86005604267,57.666666666666664
FRME,81,72.8395061728395,119036.31156814098,129036.31156814098,72.92592592592592
JPM,128,75.0,119002.93184781075,129002.93184781075,51.765625
WSFS,88,73.86363636363636,118956.60503321886,128956.60503321886,74.95454545454545
WABC,135,69.62962962962963,118946.27621340752,128946.27621340752,58.370370370370374
XEL,150,76.66666666666667,118848.9598326087,128848.9598326087,50.913333333333334
AORT,100,66.0,118407.85165667534,128407.85165667534,55.0
AMSF,61,78.68852459016394,118238.93168258667,128238.93168258667,50.31147540983606
FLS,148,70.94594594594594,118012.2811281085,128012.2811281085,49.554054054054056
AA,206,70.87378640776699,117881.89396178722,127881.89396178722,54.0
RL,86,72.09302325581395,117698.56005001068,127698.56005001068,52.406976744186046
TNC,164,66.46341463414635,117204.46003842354,127204.46003842354,51.51219512195122
BSRR,80,71.25,117149.65309596062,127149.65309596062,72.0125
UBXG,6,66.66666666666666,116932.6553132534,126932.6553132534,65.16666666666667
IMKTA,89,73.03370786516854,116919.93091857433,126919.93091857433,79.79775280898876
CVGW,70,77.14285714285715,116626.11272907257,126626.11272907257,54.371428571428574
HZO,90,71.11111111111111,116554.71039271355,126554.71039271355,54.25555555555555
AEIS,91,70.32967032967034,115352.41845226288,125352.41845226288,53.395604395604394
TDY,70,71.42857142857143,114567.25680923462,124567.25680923462,55.714285714285715
BRFH,34,52.94117647058824,114515.69358587265,124515.69358587265,80.79411764705883
RES,130,66.15384615384615,113786.66590625048,123786.66590625048,57.96153846153846
ADBE,110,70.0,113614.34264361858,123614.34264361858,52.11818181818182
MKL,97,75.25773195876289,113423.13412475586,123423.13412475586,55.422680412371136
PLRZ,5,80.0,113418.23735427856,123418.23735427856,66.6
WPC,78,76.92307692307693,113180.36242341995,123180.36242341995,56.3974358974359
OGE,153,72.54901960784314,112625.50514405966,122625.50514405966,50.26143790849673
AYI,70,72.85714285714285,112461.47601985931,122461.47601985931,54.24285714285714
SSYS,97,63.91752577319587,112449.5564095974,122449.5564095974,59.09278350515464
THM,55,61.81818181818181,112331.05467095971,122331.05467095971,65.92727272727272
CCJ,95,68.42105263157895,112067.44785630703,122067.44785630703,50.705263157894734
BSAC,100,67.0,112020.7807713747,122020.7807713747,52.34
IMO,154,72.72727272727273,111972.73336863518,121972.73336863518,47.42857142857143
WTM,112,74.10714285714286,111207.71516418457,121207.71516418457,52.92857142857143
IRMD,33,84.84848484848484,111079.72801685333,121079.72801685333,50.57575757575758
MTH,105,68.57142857142857,110877.40120282769,120877.40120282769,59.93333333333333
MCO,86,76.74418604651163,110413.57587385178,120413.57587385178,47.08139534883721
GIL,88,75.0,110385.27897790074,120385.27897790074,40.43181818181818
HR,93,73.11827956989248,109957.53246200085,119957.53246200085,51.12903225806452
FSI,81,65.4320987654321,109400.469806429,119400.469806429,65.39506172839506
UHT,88,73.86363636363636,109214.67849457264,119214.67849457264,64.86363636363636
FMBH,118,73.72881355932203,108808.50896310806,118808.50896310806,37.24576271186441
FNV,52,78.84615384615384,108620.4803571701,118620.4803571701,51.59615384615385
CAKE,87,72.41379310344827,107692.06762266159,117692.06762266159,62.735632183908045
WSBC,92,71.73913043478261,107672.58135581017,117672.58135581017,62.73913043478261
MWA,62,80.64516129032258,107129.67311561108,117129.67311561108,53.96774193548387
CSCO,92,71.73913043478261,107026.33056003973,117026.33056003973,52.108695652173914
IVT,43,76.74418604651163,106872.1644859314,116872.1644859314,52.674418604651166
EAT,127,66.92913385826772,106645.9443564415,116645.9443564415,50.338582677165356
ALOY,28,67.85714285714286,106104.80005049706,116104.80005049706,70.32142857142857
FNLC,71,76.05633802816901,105849.58989083767,115849.58989083767,58.2112676056338
SCL,177,63.84180790960452,105625.31001237035,115625.31001237035,51.293785310734464
RFIL,81,69.1358024691358,105602.14436157048,115602.14436157048,71.0246913580247
FUN,115,74.78260869565217,105564.94762134552,115564.94762134552,49.14782608695652
NSYS,72,66.66666666666666,105476.46268749237,115476.46268749237,89.80555555555556
ADUS,51,76.47058823529412,105218.78025484085,115218.78025484085,47.07843137254902
LXU,136,58.08823529411765,105190.83936208487,115190.83936208487,68.83088235294117
COLM,81,75.30864197530865,105177.69298744202,115177.69298744202,57.06172839506173
AVGO,46,76.08695652173914,104865.73680639267,114865.73680639267,41.84782608695652
BOOM,111,67.56756756756756,104835.71861934662,114835.71861934662,58.68468468468468
HOG,112,71.42857142857143,104705.27505409718,114705.27505409718,60.0
SCHW,107,71.96261682242991,104105.06275258213,114105.06275258213,52.48598130841121
NVS,85,83.52941176470588,104085.66168403625,114085.66168403625,52.96470588235294
CCRN,81,70.37037037037037,103899.52003288269,113899.52003288269,48.641975308641975
BSX,97,70.10309278350515,103770.16854715347,113770.16854715347,48.876288659793815
BMO,101,79.20792079207921,103740.57267785072,113740.57267785072,42.633663366336634
FDX,139,64.74820143884892,103448.48078155518,113448.48078155518,56.856115107913666
DIS,184,73.36956521739131,103313.93212912604,113313.93212912604,57.80978260869565
SITC,88,78.4090909090909,103108.80594031699,113108.80594031699,47.29545454545455
AB,108,73.14814814814815,102968.3139192313,112968.3139192313,48.416666666666664
ESLT,68,72.05882352941177,102825.86268520355,112825.86268520355,64.80882352941177
EPD,74,81.08108108108108,102581.06326675415,112581.06326675415,45.75675675675676
MNOV,60,61.66666666666667,102384.8305286169,112384.8305286169,70.53333333333333
NRT,122,68.85245901639344,102138.19189405441,112138.19189405441,62.77049180327869
OSIS,84,66.66666666666666,101992.27039980888,111992.27039980888,50.98809523809524
FIZZ,91,67.03296703296702,101860.81341007352,111860.81341007352,67.17582417582418
REGN,105,73.33333333333333,101337.57688331604,111337.57688331604,58.21904761904762
SWX,151,71.52317880794702,101231.47505247593,111231.47505247593,51.71523178807947
LUV,130,66.92307692307692,100916.00141452253,110916.00141452253,54.69230769230769
HVT,134,63.43283582089553,100251.81996975839,110251.81996975839,60.559701492537314
STRT,90,65.55555555555556,100142.47344112396,110142.47344112396,65.18888888888888
LMAT,50,78.0,99917.48249959946,109917.48249959946,57.38
TKO,83,72.28915662650603,99877.90861940384,109877.90861940384,49.433734939759034
GENC,59,67.79661016949152,99792.79006934166,109792.79006934166,67.57627118644068
UMBF,112,68.75,99394.99289083481,109394.99289083481,69.69642857142857
SUI,84,72.61904761904762,99212.69953632355,109212.69953632355,58.345238095238095
NFG,141,74.46808510638297,99114.32708695531,109114.32708695531,52.0709219858156
VPG,55,78.18181818181819,98900.93324661255,108900.93324661255,50.78181818181818
TCI,141,66.66666666666666,98756.20552372932,108756.20552372932,54.92198581560284
LRN,61,77.04918032786885,98720.19514274597,108720.19514274597,49.39344262295082
CNI,82,80.48780487804879,98715.80023312569,108715.80023312569,50.51219512195122
MMSI,99,70.70707070707071,98713.84173834324,108713.84173834324,57.92929292929293
BANF,79,73.41772151898735,98537.60366302729,108537.60366302729,65.9620253164557
OMER,56,60.71428571428571,98325.41595458984,108325.41595458984,55.410714285714285
CNX,83,72.28915662650603,98300.52595996857,108300.52595996857,53.66265060240964
OSK,118,70.33898305084746,98185.55722337961,108185.55722337961,54.940677966101696
ONB,98,74.48979591836735,97860.83312726021,107860.83312726021,65.89795918367346
AIV,89,78.65168539325843,97583.06602732837,107583.06602732837,55.337078651685395
LKFN,74,78.37837837837837,97348.11487078667,107348.11487078667,65.41891891891892
ROCK,88,65.9090909090909,97249.76967763901,107249.76967763901,63.32954545454545
MATW,80,76.25,96864.44118261337,106864.44118261337,63.9375
MAA,91,81.31868131868131,96742.61916542053,106742.61916542053,49.81318681318681
AZN,98,68.36734693877551,96265.56284761429,106265.56284761429,49.57142857142857
NX,138,68.11594202898551,96254.7840654552,106254.7840654552,53.93478260869565
VLY,95,78.94736842105263,95669.34141874313,105669.34141874313,64.18947368421053
FCCO,81,79.01234567901234,95482.10100460052,105482.10100460052,56.32098765432099
AZZ,126,65.07936507936508,95302.29351481795,105302.29351481795,61.07142857142857
MSB,139,67.62589928057554,95246.44472308084,105246.44472308084,64.05755395683454
HURN,63,69.84126984126983,95215.13496017456,105215.13496017456,44.76190476190476
GPI,86,62.7906976744186,95214.44432735443,105214.44432735443,52.81395348837209
ASR,79,75.9493670886076,95054.55961227417,105054.55961227417,48.89873417721519
SMBC,88,76.13636363636364,94730.37118387222,104730.37118387222,51.13636363636363
TRN,168,68.45238095238095,94719.67495071888,104719.67495071888,52.11309523809524
VIR,23,82.6086956521739,94327.27532052994,104327.27532052994,52.21739130434783
H,49,81.63265306122449,93997.42525482178,103997.42525482178,48.36734693877551
CNP,176,70.45454545454545,93968.39205479622,103968.39205479622,54.26704545454545
BBSI,89,73.03370786516854,93900.86113968492,103900.86113968492,55.2247191011236
HCI,52,78.84615384615384,93605.92418456078,103605.92418456078,49.25
ABCB,81,76.5432098765432,93442.67274260521,103442.67274260521,66.81481481481481
LCNB,77,83.11688311688312,93313.93295097351,103313.93295097351,57.87012987012987
GORO,61,72.1311475409836,93228.88264966011,103228.88264966011,57.65573770491803
UBSI,90,70.0,92626.05379533768,102626.05379533768,68.45555555555555
TOL,109,67.88990825688074,92318.81542748213,102318.81542748213,59.77981651376147
DORM,82,68.29268292682927,92073.58537462354,102073.58537462354,63.96341463414634
CRT,94,69.14893617021278,91865.53320735693,101865.53320735693,53.797872340425535
HUBB,92,72.82608695652173,91283.6435263902,101283.6435263902,77.79347826086956
SMG,100,72.0,91124.8434753418,101124.8434753418,54.21
LARK,96,79.16666666666666,91092.27948224545,101092.27948224545,51.041666666666664
CPF,120,76.66666666666667,91045.41443634033,101045.41443634033,50.725
COST,103,73.7864077669903,90702.1845779419,100702.1845779419,51.592233009708735
MOH,72,66.66666666666666,90315.92300605774,100315.92300605774,46.861111111111114
YUM,75,78.66666666666666,90290.05699825287,100290.05699825287,50.38666666666666
VCEL,92,61.95652173913043,89999.00468993187,99999.00468993187,66.70652173913044
SLAB,81,79.01234567901234,89164.25765419006,99164.25765419006,51.27160493827161
PKOH,168,66.66666666666666,88895.26094269753,98895.26094269753,57.92857142857143
NC,156,66.66666666666666,88806.57185672224,98806.57185672224,53.86538461538461
GEL,92,72.82608695652173,88509.79045921564,98509.79045921564,50.43478260869565
CBSH,126,69.84126984126983,88223.8054997921,98223.8054997921,53.48412698412698
EXK,58,67.24137931034483,88202.39959847927,98202.39959847927,66.55172413793103
TCBK,82,64.63414634146342,87982.82399654388,97982.82399654388,62.4390243902439
PATK,139,64.74820143884892,87890.64949510992,97890.64949510992,57.89928057553957
SRRK,25,64.0,87873.79295015335,97873.79295015335,57.04
RVTY,152,68.42105263157895,87866.10111057758,97866.10111057758,53.875
WWW,130,71.53846153846153,87484.23376393318,97484.23376393318,60.41538461538462
BMNR,4,75.0,87082.20530176163,97082.20530176163,37.0
SBSI,73,71.23287671232876,86953.18929886818,96953.18929886818,57.45205479452055
XBP,18,88.88888888888889,86104.8480463028,96104.8480463028,38.5
EQR,99,69.6969696969697,85444.9608335495,95444.9608335495,46.5959595959596
CSBR,63,66.66666666666666,85400.63134169579,95400.63134169579,64.22222222222223
LHX,124,71.7741935483871,85302.04411911964,95302.04411911964,48.63709677419355
AVB,86,76.74418604651163,85224.67181873322,95224.67181873322,53.04651162790697
ESCA,130,71.53846153846153,85145.0735372454,95145.0735372454,61.86153846153846
SLGN,87,79.3103448275862,85096.99260759354,95096.99260759354,50.12643678160919
PFG,64,78.125,84999.03795051575,94999.03795051575,49.125
KSS,100,74.0,84573.01746106148,94573.01746106148,58.56
IBO,7,71.42857142857143,84337.92056074739,94337.92056074739,48.857142857142854
OVLY,72,69.44444444444444,84052.43876433372,94052.43876433372,54.458333333333336
OMH,10,70.0,84019.10057994723,94019.10057994723,59.5
AGO,73,73.97260273972603,83111.52984046936,93111.52984046936,48.9041095890411
SMMT,34,61.76470588235294,82882.95137667656,92882.95137667656,66.8529411764706
XRAY,105,71.42857142857143,82852.56449902058,92852.56449902058,55.0
HWC,85,72.94117647058823,82261.88741803169,92261.88741803169,57.90588235294118
IOR,163,69.93865030674846,81923.3947531879,91923.3947531879,45.079754601226995
ACN,74,78.37837837837837,81909.8902463913,91909.8902463913,43.41891891891892
FNB,108,62.96296296296296,81809.8801394701,91809.8801394701,58.02777777777778
FCBC,88,75.0,81804.23238420486,91804.23238420486,59.03409090909091
CPSS,88,69.31818181818183,81752.31695890427,91752.31695890427,68.1590909090909
VSH,144,66.66666666666666,81678.31911668181,91678.31911668181,56.15972222222222
MSCI,55,81.81818181818183,81102.22275733948,91102.22275733948,46.61818181818182
BFC,85,78.82352941176471,81058.84745168686,91058.84745168686,37.529411764705884
KIDS,32,75.0,80767.94020652771,90767.94020652771,48.6875
GME,72,70.83333333333334,80764.73008823395,90764.73008823395,61.52777777777778
FANG,41,80.48780487804879,80744.80224704742,90744.80224704742,47.68292682926829
FCAP,101,73.26732673267327,80556.77111983299,90556.77111983299,46.0990099009901
HAE,103,71.84466019417476,80406.15923213959,90406.15923213959,55.38834951456311
XENE,35,74.28571428571429,80241.0921125412,90241.0921125412,53.65714285714286
APPF,37,81.08108108108108,80206.8230752945,90206.8230752945,47.24324324324324
CPT,93,73.11827956989248,80026.31748437881,90026.31748437881,49.10752688172043
PEBO,79,70.88607594936708,79830.69806289673,89830.69806289673,67.12658227848101
IEX,101,71.28712871287128,79778.05268490314,89778.05268490314,49.46534653465346
DGX,87,77.01149425287356,79716.50714850426,89716.50714850426,48.206896551724135
CENTA,58,79.3103448275862,79411.5905137062,89411.5905137062,56.43103448275862
OPBK,68,67.64705882352942,79402.94525426626,89402.94525426626,57.55882352941177
BA,178,70.78651685393258,78909.49852521718,88909.49852521718,57.359550561797754
HSIC,85,76.47058823529412,78705.09184336662,88705.09184336662,52.88235294117647
ACMR,27,70.37037037037037,78495.97987806797,88495.97987806797,46.96296296296296
CRM,66,80.3030303030303,78050.61283636093,88050.61283636093,45.06060606060606
MIRA,13,69.23076923076923,77916.13430011272,87916.13430011272,48.46153846153846
VMI,166,71.6867469879518,77852.28605651855,87852.28605651855,51.24698795180723
INTC,123,67.47967479674797,77838.47652836144,87838.47652836144,57.71544715447155
AXS,67,76.11940298507463,77777.64813899994,87777.64813899994,47.47761194029851
HST,129,74.4186046511628,77552.75214110315,87552.75214110315,58.201550387596896
ULH,61,68.85245901639344,77539.48832798004,87539.48832798004,59.868852459016395
SCI,133,75.18796992481202,77350.21731263399,87350.21731263399,48.10526315789474
DINO,147,66.66666666666666,77117.71825026162,87117.71825026162,53.30612244897959
ESOA,52,75.0,77085.17545950413,87085.17545950413,72.73076923076923
JEF,139,72.66187050359713,77067.94645894133,87067.94645894133,52.0863309352518
BDC,95,74.73684210526315,76983.04307222366,86983.04307222366,55.126315789473686
FLEX,87,74.71264367816092,76853.48959678411,86853.48959678411,57.666666666666664
VLO,137,67.15328467153284,76848.2763851881,86848.2763851881,49.62043795620438
UMC,70,67.14285714285714,76310.45772147179,86310.45772147179,63.457142857142856
SBR,102,73.52941176470588,75947.76975597441,85947.76975597441,64.07843137254902
PB,75,70.66666666666667,75877.0579996109,85877.0579996109,57.46666666666667
AD,120,63.33333333333333,75864.1284275055,85864.1284275055,55.358333333333334
DMLP,65,81.53846153846153,75798.5425363779,85798.5425363779,55.50769230769231
FCNCA,93,65.59139784946237,75490.6454076767,85490.6454076767,64.16129032258064
BG,76,72.36842105263158,75351.84434700012,85351.84434700012,48.03947368421053
IBN,73,73.97260273972603,74631.17193961143,84631.17193961143,57.342465753424655
KBH,110,69.0909090909091,74291.31627893448,84291.31627893448,62.154545454545456
GIII,106,68.86792452830188,74093.76403981447,84093.76403981447,57.04716981132076
NWBI,70,74.28571428571429,73928.35307216644,83928.35307216644,73.67142857142858
SNT,88,57.95454545454546,73912.32232141495,83912.32232141495,80.22727272727273
SEB,186,64.51612903225806,73816.14180994034,83816.14180994034,47.01075268817204
PLXS,107,67.28971962616822,73796.84582614899,83796.84582614899,57.570093457943926
GEN,101,72.27722772277228,73652.95962268114,83652.95962268114,55.415841584158414
TTD,31,80.64516129032258,73488.70526719093,83488.70526719093,43.354838709677416
FIS,77,76.62337662337663,73460.96443080902,83460.96443080902,47.96103896103896
ICE,55,81.81818181818183,73250.84438419342,83250.84438419342,49.981818181818184
VTRS,143,62.93706293706294,73236.4461144805,83236.4461144805,54.11888111888112
AGIO,38,71.05263157894737,73170.55254554749,83170.55254554749,67.23684210526316
ASM,56,62.5,73031.85872164369,83031.85872164369,68.05357142857143
PFIS,85,72.94117647058823,72798.89765071869,82798.89765071869,46.31764705882353
APLD,15,73.33333333333333,72473.01426923275,82473.01426923275,37.4
SABA,88,77.27272727272727,72347.48940438032,82347.48940438032,59.13636363636363
BBU,36,86.11111111111111,72296.12025165558,82296.12025165558,43.416666666666664
RS,93,73.11827956989248,72291.92974567413,82291.92974567413,51.46236559139785
OLP,129,72.86821705426357,72233.03899723291,82233.03899723291,51.1937984496124
NWFL,84,77.38095238095238,72070.2102675438,82070.2102675438,60.70238095238095
ZDAI,6,33.33333333333333,71803.32875871658,81803.32875871658,59.333333333333336
EXR,58,82.75862068965517,71732.50271987915,81732.50271987915,48.758620689655174
BFS,80,76.25,71645.58969187737,81645.58969187737,66.4
COLB,81,69.1358024691358,71387.53228521347,81387.53228521347,64.44444444444444
VFC,125,72.8,71168.6279655844,81168.6279655844,54.816
ITT,75,76.0,71119.84467339516,81119.84467339516,52.70666666666666
FORM,70,70.0,70739.78100967407,80739.78100967407,52.65714285714286
HL,122,67.21311475409836,70690.11640393734,80690.11640393734,73.50819672131148
NRIM,91,74.72527472527473,70382.69703829288,80382.69703829288,58.30769230769231
HBAN,132,71.21212121212122,70206.26267367601,80206.26267367601,52.54545454545455
WRB,176,67.61363636363636,70189.35539687797,80189.35539687797,46.44318181818182
ITGR,78,73.07692307692307,70111.41266536713,80111.41266536713,49.47435897435897
ONC,36,75.0,70037.39246177673,80037.39246177673,43.888888888888886
APEI,60,70.0,70012.06446647644,80012.06446647644,53.233333333333334
PLPC,88,69.31818181818183,69927.96834373474,79927.96834373474,55.61363636363637
THR,52,78.84615384615384,69780.89594554901,79780.89594554901,47.96153846153846
RCG,73,75.34246575342466,69751.64271914959,79751.64271914959,77.3972602739726
RBC,58,74.13793103448276,69703.0152759552,79703.0152759552,50.189655172413794
PHG,140,71.42857142857143,69696.62784045935,79696.62784045935,50.542857142857144
SWK,123,68.29268292682927,69572.0371505022,79572.0371505022,58.73170731707317
STKL,122,63.114754098360656,69504.26454043388,79504.26454043388,61.65573770491803
CCK,131,72.51908396946564,69501.64934301376,79501.64934301376,49.091603053435115
WLY,183,67.75956284153006,69460.59826280177,79460.59826280177,48.978142076502735
SPXC,134,71.64179104477611,69368.91074901819,79368.91074901819,52.67164179104478
REPX,70,64.28571428571429,69362.0576081276,79362.0576081276,83.71428571428571
FDP,85,72.94117647058823,69225.0716753006,79225.0716753006,53.84705882352941
ARCT,44,59.09090909090909,69113.00100708008,79113.00100708008,53.45454545454545
BGS,60,73.33333333333333,69013.86976122856,79013.86976122856,55.166666666666664
DRIO,30,50.0,68614.10929965973,78614.10929965973,77.66666666666667
STZ,97,70.10309278350515,68539.60042226315,78539.60042226315,49.90721649484536
SFNC,95,74.73684210526315,68506.7861211896,78506.7861211896,66.91578947368421
JBL,92,71.73913043478261,68444.69954198599,78444.69954198599,53.29347826086956
TSBK,67,71.64179104477611,68364.2062060833,78364.2062060833,65.49253731343283
MET,71,81.69014084507043,67838.48078346252,77838.48078346252,50.19718309859155
EXPE,66,77.27272727272727,67814.59722232819,77814.59722232819,46.75757575757576
TREX,81,75.30864197530865,67799.96617293358,77799.96617293358,58.24691358024691
